X,Y
0.004635357,0.976735909
0.005834955,0.970723321
0.006721615,0.96456926
0.008192426,0.95740367
0.008442777,0.954064915
0.010059626,0.94472772
0.011224453,0.938078504
0.012531841,0.930863399
0.013867046,0.922988087
0.0151188,0.915537194
0.016370554,0.908180615
0.017622309,0.900824037
0.018874063,0.89343602
0.020073661,0.886334879
0.021238488,0.879383069
0.022490242,0.872026491
0.023741997,0.864669913
0.024993751,0.857219019
0.026245505,0.849799564
0.027552893,0.842046862
0.028888098,0.834237571
0.030139852,0.826849554
0.031391607,0.819430099
0.032643361,0.811979206
0.033895115,0.804622627
0.03514687,0.797266049
0.036398624,0.789878032
0.037598222,0.782776891
0.038763049,0.775825081
0.040014803,0.768468503
0.041266558,0.761111925
0.042518312,0.753661031
0.043770066,0.746241576
0.045077454,0.738488874
0.046412659,0.730679583
0.047664413,0.723291566
0.048916167,0.715872111
0.050167922,0.708421218
0.051836928,0.701055208
0.053297308,0.696113096
0.055059036,0.689621073
0.058721577,0.666564173
0.060599208,0.659695675
0.062268214,0.653400142
0.06393722,0.647033872
0.065606226,0.640738339
0.067275231,0.634442805
0.068944237,0.628147272
0.070613243,0.621781002
0.072282249,0.615485469
0.073951255,0.609119199
0.07562026,0.602788298
0.077289266,0.596457396
0.078958272,0.590091126
0.080627278,0.583830961
0.082296284,0.577570796
0.083965289,0.571204526
0.085634295,0.564873624
0.087303301,0.558542723
0.088972307,0.552176453
0.090641313,0.54588092
0.092310318,0.539550018
0.093979324,0.533289853
0.09564833,0.526958951
0.097317336,0.52062805
0.098986342,0.51426178
0.100655347,0.507966246
0.10295023,0.501720228
0.103351434,0.49498613
0.113381517,0.471558257
0.116441361,0.464239405
0.119779372,0.456316936
0.12307313,0.448685986
0.126487005,0.440712072
0.129483629,0.433329772
0.132714167,0.425758841
0.136052179,0.417836372
0.13939019,0.409913903
0.142728202,0.401991434
0.146066214,0.394068965
0.149404225,0.386146496
0.152742237,0.378224027
0.159100354,0.364629178
0.165329322,0.355871346
0.168667334,0.350275317
0.172213971,0.344742164
0.175760609,0.339209011
0.179515872,0.333424351
0.183271135,0.327639691
0.186817772,0.322106538
0.190364409,0.316573385
0.194119672,0.310788725
0.197874935,0.305004065
0.201421573,0.299470912
0.204759584,0.294271792
0.212925791,0.28502049
0.217068502,0.278320375
0.22061514,0.273779477
0.224787654,0.268912817
0.228960169,0.264046158
0.233132683,0.259236087
0.237305198,0.254312839
0.241477712,0.249559357
0.245650227,0.244636109
0.249822741,0.239826038
0.253995256,0.234959379
0.25816777,0.22965348
0.266255085,0.22214362
0.270268062,0.218718317
0.274440577,0.214983439
0.278613091,0.211474917
0.282785606,0.208022984
0.28695812,0.204514462
0.291130635,0.201062529
0.295303149,0.197554007
0.299475664,0.194158663
0.303648178,0.190650141
0.307820693,0.187141619
0.318877856,0.178586684
0.322671051,0.176209641
0.327014259,0.173843189
0.331186774,0.171409859
0.335359289,0.168863351
0.339531803,0.166430021
0.343704318,0.163996692
0.347876832,0.161506773
0.352049347,0.159016854
0.356221861,0.156526935
0.360394376,0.154093605
0.367279025,0.148146609
0.375244734,0.145747086
0.379587942,0.144530054
0.383760457,0.142719203
0.387932971,0.140908353
0.392105486,0.139097503
0.396278,0.137343242
0.400450515,0.135532392
0.404623029,0.133778131
0.408795544,0.131910692
0.412968058,0.130156431
0.421365244,0.126273007
0.430492619,0.123321281
0.434665134,0.12178125
0.438837648,0.120366523
0.443010163,0.118895207
0.447182677,0.117367303
0.451355192,0.115895987
0.455527706,0.114424671
0.459700221,0.112953356
0.463872735,0.11148204
0.467210747,0.110840697
0.482649051,0.106077784
0.487238817,0.104917708
0.491411331,0.103955694
0.495583846,0.103106858
0.49975636,0.102201433
0.503928875,0.10118283
0.508101389,0.100277405
0.512273904,0.09937198
0.516446418,0.098353377
0.520618933,0.096838946
0.52489576,0.096344465
0.538560745,0.093373539
0.54273326,0.092468114
0.546905774,0.0915061
0.551078289,0.090544086
0.555250803,0.089638661
0.559423318,0.088676647
0.563595832,0.087714633
0.567768347,0.086809208
0.571940861,0.085577722
0.576683619,0.083809987
0.590717176,0.082508439
0.594889691,0.081885959
0.599062205,0.081263479
0.60323472,0.080641
0.607407234,0.08001852
0.611579749,0.07939604
0.615752264,0.078716972
0.619924778,0.078094492
0.624097293,0.07727395
0.630043126,0.076538293
0.643708111,0.074982093
0.647880625,0.07458597
0.65205314,0.074133257
0.656225654,0.073680545
0.660398169,0.073171243
0.664570683,0.07277512
0.668743198,0.072322407
0.672915712,0.071926284
0.677088227,0.071105742
0.682616809,0.070879386
0.696281794,0.069492954
0.700454308,0.06915342
0.704626823,0.068644118
0.708799337,0.068304584
0.712971852,0.067965049
0.717144366,0.067455748
0.721316881,0.067059624
0.725489395,0.06672009
0.72966191,0.066125905
0.735607743,0.06578637
0.749272728,0.064626295
0.753445242,0.064060404
0.757617757,0.063834048
0.761790271,0.063494513
0.765962786,0.062985212
0.7701353,0.062758855
0.774307815,0.062362732
0.778480329,0.061966608
0.782652844,0.061429012
0.788181426,0.061259245
0.801846411,0.061230951
0.806018925,0.061230951
0.81019144,0.061230951
0.814363954,0.061230951
0.818536469,0.061230951
0.822708983,0.061230951
0.826881498,0.061230951
0.831054012,0.061230951
0.840755108,0.061259245
0.858592608,0.06066506
0.862765122,0.06066506
0.866937637,0.06066506
0.871110151,0.06066506
0.875282666,0.06066506
0.87945518,0.06066506
0.883627695,0.06066506
0.88813722,0.059282463
0.893746043,0.060693355
0.902880869,0.059542903
0.907411028,0.061457307
0.911583542,0.061796841
0.915756057,0.062249554
0.919928571,0.062532499
0.924101086,0.062928623
0.9282736,0.063324746
0.932446115,0.063551102
0.936618629,0.064060404
0.94500159,0.062992928
0.956229447,0.067795282
0.960401962,0.069266598
0.964574476,0.070737913
0.968746991,0.072096051
0.972919505,0.073567367
0.97709202,0.074925504
0.981264535,0.07639682
0.985437049,0.077924725
0.989609564,0.079339451
0.993952772,0.079866758
-0.003752345,1.002544529
1,0.083969466
